8	1	1
8	2	1
8	7	3
8	8	3
8	9	2
8	10	2
8	11	3
8	14	5
8	15	2
8	16	2
8	17	2
8	18	2
8	19	2
8	20	2
8	22	3
8	24	2
8	25	2
8	26	2
8	27	2
8	30	2
8	32	2
8	33	2
8	34	2
8	35	2
8	36	2
8	37	2
8	38	2
8	41	1
8	42	1
8	43	1
8	44	1
8	45	1
8	46	1
8	48	4
8	52	1
8	53	5
8	58	2
8	59	1
8	60	2
8	61	2
8	62	1
8	63	1
8	64	1
8	65	1
8	68	3
8	71	1
8	72	2
8	73	3
8	74	4
8	75	3
8	76	2
8	78	4
8	79	7
8	80	4
8	81	2
8	82	4
8	83	3
8	84	2
8	85	2
8	87	4
8	88	5
8	89	2
8	90	1
8	91	1
8	92	1
8	93	3
8	94	1
8	96	1
8	98	1
8	99	1
32	103	6
32	105	2
32	106	3
32	108	1
32	109	1
32	111	5
32	112	4
32	113	3
57	119	2
57	120	1
57	124	1
57	125	3
57	126	1
57	127	1
57	129	1
57	133	1
57	135	2
57	136	1
57	138	3
57	139	2
57	140	2
57	149	1
57	153	1
57	155	2
57	156	1
57	157	2
57	163	1
57	164	1
57	166	2
57	167	2
57	168	2
57	169	1
57	170	2
57	175	1
57	177	1
57	182	1
57	183	2
57	184	3
57	189	2
57	191	1
57	192	2
57	197	2
57	205	1
57	206	1
57	210	1
57	211	3
147	212	7
147	213	3
147	215	6
147	217	6
147	218	6
147	219	6
147	221	7
147	222	6
147	224	5
147	225	4
147	226	4
147	227	3
147	228	4
147	230	2
147	231	4
147	232	4
147	233	4
147	234	3
147	235	6
147	236	5
147	237	7
147	240	4
147	241	5
147	242	5
147	243	8
147	244	5
147	245	8
147	246	6
147	247	8
147	249	5
147	250	4
147	251	6
147	253	7
147	254	7
147	255	3
147	256	6
147	257	4
147	258	6
147	259	5
147	260	5
147	262	7
147	263	7
147	264	3
147	265	6
147	266	5
147	267	4
147	268	4
147	269	4
147	270	5
147	271	3
147	272	7
147	273	4
147	274	9
147	275	5
147	276	7
147	277	8
147	279	6
147	280	3
147	281	9
147	282	14
147	283	7
147	284	3
147	285	6
147	286	6
147	287	7
147	288	6
147	289	6
147	291	5
147	292	6
147	293	3
147	294	3
147	296	3
147	297	7
147	299	4
147	301	4
147	302	5
233	303	5
233	304	3
233	305	4
233	306	6
233	307	2
233	308	4
233	310	2
233	311	4
233	312	2
233	313	6
233	314	3
233	315	4
233	316	3
233	317	4
233	318	5
233	320	3
233	323	5
233	324	4
233	325	5
233	326	5
233	327	5
233	328	6
233	329	7
233	330	1
233	331	5
233	332	3
233	333	2
233	334	5
233	336	7
233	337	8
233	338	5
233	339	4
233	340	3
233	341	4
233	342	4
233	344	4
233	345	6
233	346	4
233	347	4
233	348	6
233	349	7
233	350	4
233	351	3
233	352	4
233	353	2
233	356	4
233	358	4
233	359	5
233	360	7
233	361	5
233	362	3
233	363	7
233	365	3
233	366	3
233	367	4
233	368	5
233	369	3
233	370	2
233	371	3
233	374	4
233	375	3
233	376	4
233	378	4
233	379	5
233	380	3
233	382	4
233	383	4
233	384	3
233	385	5
233	386	4
233	387	2
233	388	4
233	389	4
233	390	2
233	391	4
233	392	5
233	393	3
233	395	2
233	396	2
233	397	3
233	398	2
233	399	3
233	400	6
233	401	5
233	402	3
242	403	16
242	405	9
242	406	6
242	407	12
242	408	10
242	409	13
242	410	12
242	412	9
242	413	10
242	414	11
242	415	12
242	417	9
242	418	13
242	419	13
242	420	13
242	421	11
242	422	10
242	425	7
242	427	8
242	428	14
242	429	15
242	430	11
