1.0 3.0 3.5
1.0 6.0 3.5
1.0 11.0 4.0
3.0 6.0 0.5
3.0 19.0 4.0
3.0 25.0 1.5
3.0 30.0 4.0
3.0 35.0 4.0
3.0 39.0 4.0
3.0 41.0 4.0
3.0 51.0 0.5
3.0 60.0 4.0
3.0 61.0 0.5
3.0 63.0 1.5
3.0 64.0 4.0
3.0 67.0 4.0
3.0 68.0 4.0
3.0 80.0 2.5
3.0 81.0 2.0
3.0 89.0 0.5
3.0 92.0 2.5
3.0 99.0 3.0
3.0 100.0 0.5
3.0 105.0 3.0
3.0 114.0 4.0
3.0 116.0 1.0
3.0 121.0 2.0
3.0 134.0 2.5
3.0 136.0 4.0
3.0 140.0 2.5
3.0 147.0 4.0
3.0 149.0 3.5
3.0 151.0 4.0
3.0 152.0 3.5
3.0 155.0 4.0
3.0 162.0 4.0
3.0 182.0 3.0
3.0 183.0 2.0
3.0 184.0 1.0
3.0 196.0 1.5
3.0 199.0 3.0
3.0 200.0 1.0
4.0 205.0 3.0
6.0 7.0 3.5
6.0 209.0 4.0
7.0 205.0 2.5
7.0 215.0 3.5
8.0 217.0 4.0
10.0 10.0 4.0
10.0 215.0 4.0
12.0 11.0 4.0
12.0 211.0 2.5
13.0 227.0 3.0
13.0 228.0 4.0
14.0 211.0 4.0
14.0 236.0 4.0
16.0 12.0 3.0
16.0 213.0 4.0
16.0 235.0 3.5
17.0 215.0 4.0
19.0 239.0 3.5
20.0 242.0 3.5
21.0 210.0 2.5
21.0 213.0 3.0
21.0 217.0 3.0
21.0 220.0 4.0
21.0 239.0 3.0
21.0 250.0 4.0
21.0 251.0 4.0
21.0 257.0 4.0
22.0 4.0 4.0
22.0 219.0 3.0
23.0 3.0 4.0
23.0 8.0 3.5
24.0 259.0 4.0
25.0 1.0 3.5
25.0 3.0 4.0
25.0 8.0 3.0
25.0 12.0 1.5
25.0 17.0 3.0
25.0 213.0 2.5
25.0 215.0 4.0
25.0 239.0 2.0
25.0 245.0 3.5
25.0 248.0 4.0
25.0 252.0 2.5
26.0 1.0 3.5
26.0 11.0 3.0
27.0 3.0 1.0
27.0 7.0 1.0
27.0 11.0 4.0
27.0 205.0 3.5
27.0 213.0 4.0
28.0 5.0 3.5
28.0 6.0 2.0
28.0 211.0 3.0
28.0 215.0 3.0
28.0 219.0 3.5
28.0 239.0 3.0
28.0 241.0 3.0
28.0 246.0 2.0
28.0 252.0 3.5
28.0 256.0 2.5
29.0 264.0 3.0
29.0 266.0 0.5
29.0 269.0 3.0
29.0 270.0 3.5
29.0 281.0 3.5
29.0 282.0 3.0
29.0 287.0 3.0
29.0 294.0 3.5
29.0 295.0 3.0
29.0 304.0 0.5
30.0 7.0 0.5
30.0 205.0 4.0
30.0 210.0 0.5
30.0 211.0 1.5
30.0 212.0 0.5
30.0 233.0 0.5
30.0 236.0 2.5
30.0 244.0 1.5
30.0 254.0 3.5
30.0 257.0 4.0
31.0 216.0 3.0
32.0 7.0 3.0
32.0 13.0 4.0
32.0 206.0 3.0
33.0 2.0 3.5
33.0 207.0 3.0
34.0 12.0 2.0
34.0 17.0 4.0
34.0 234.0 4.0
35.0 7.0 2.0
36.0 2.0 4.0
36.0 6.0 4.0
36.0 10.0 4.0
36.0 12.0 3.0
36.0 207.0 4.0
36.0 219.0 3.5
37.0 1.0 4.0
37.0 2.0 3.5
37.0 4.0 4.0
37.0 6.0 3.5
37.0 11.0 3.5
37.0 205.0 4.0
