1.0 8.0 3.0
1.0 14.0 3.0
1.0 15.0 4.0
1.0 48.0 5.0
1.0 50.0 2.0
1.0 83.0 5.0
1.0 87.0 2.0
1.0 106.0 5.0
1.0 110.0 4.0
1.0 113.0 5.0
1.0 124.0 5.0
1.0 128.0 5.0
1.0 159.0 5.0
1.0 167.0 3.0
1.0 174.0 4.0
1.0 177.0 3.0
1.0 185.0 5.0
1.0 186.0 1.0
1.0 209.0 5.0
1.0 213.0 4.0
2.0 255.0 2.0
2.0 259.0 5.0
2.0 260.0 4.0
2.0 274.0 5.0
2.0 275.0 5.0
3.0 304.0 5.0
3.0 314.0 5.0
4.0 335.0 4.0
4.0 343.0 4.0
5.0 360.0 5.0
5.0 371.0 4.0
5.0 386.0 5.0
6.0 395.0 5.0
7.0 419.0 5.0
7.0 421.0 4.0
7.0 426.0 5.0
7.0 461.0 4.0
7.0 467.0 5.0
7.0 468.0 5.0
7.0 475.0 4.0
7.0 489.0 4.0
7.0 497.0 1.0
7.0 538.0 4.0
7.0 540.0 4.0
7.0 541.0 5.0
7.0 550.0 4.0
7.0 552.0 4.0
7.0 564.0 5.0
7.0 569.0 4.0
7.0 574.0 4.0
7.0 585.0 3.0
7.0 614.0 4.0
8.0 627.0 5.0
8.0 638.0 4.0
9.0 663.0 5.0
9.0 695.0 4.0
9.0 696.0 4.0
9.0 708.0 5.0
9.0 712.0 4.0
9.0 714.0 3.0
9.0 724.0 2.0
9.0 734.0 5.0
10.0 740.0 5.0
10.0 741.0 5.0
11.0 763.0 1.0
11.0 764.0 5.0
11.0 766.0 3.0
11.0 774.0 3.0
11.0 793.0 5.0
11.0 822.0 5.0
11.0 831.0 3.0
11.0 837.0 5.0
12.0 869.0 4.0
12.0 872.0 5.0
13.0 886.0 5.0
14.0 897.0 5.0
14.0 912.0 1.0
14.0 923.0 3.0
14.0 930.0 4.0
14.0 945.0 3.0
15.0 968.0 3.0
15.0 970.0 5.0
15.0 983.0 4.0
15.0 984.0 4.0
15.0 992.0 4.0
16.0 1012.0 4.0
16.0 1014.0 4.0
16.0 1017.0 4.0
16.0 1058.0 4.0
16.0 1067.0 4.0
16.0 1080.0 4.0
16.0 1101.0 4.0
16.0 1110.0 4.0
16.0 1118.0 3.0
16.0 1120.0 2.0
16.0 1127.0 4.0
18.0 1132.0 5.0
19.0 1141.0 5.0
19.0 1146.0 5.0
20.0 1169.0 5.0
21.0 1178.0 4.0
21.0 1192.0 2.0
22.0 1207.0 5.0
23.0 394.0 5.0
23.0 660.0 4.0
23.0 1253.0 3.0
23.0 1267.0 5.0
23.0 1268.0 5.0
23.0 1290.0 4.0
23.0 1343.0 5.0
23.0 1362.0 5.0
23.0 1367.0 5.0
23.0 1382.0 5.0
23.0 1390.0 5.0
23.0 1403.0 4.0
23.0 1423.0 4.0
23.0 1425.0 5.0
23.0 1443.0 5.0
23.0 1447.0 5.0
23.0 1452.0 4.0
23.0 1477.0 4.0
23.0 1482.0 5.0
23.0 1489.0 4.0
23.0 1491.0 3.0
23.0 1501.0 4.0
23.0 1504.0 4.0
23.0 1514.0 4.0
23.0 1515.0 4.0
23.0 1527.0 5.0
23.0 1530.0 4.0
23.0 1539.0 4.0
23.0 1553.0 4.0
23.0 1560.0 2.0
23.0 1582.0 5.0
23.0 1587.0 5.0
23.0 1592.0 5.0
23.0 1600.0 5.0
23.0 1613.0 4.0
23.0 1625.0 4.0
23.0 1634.0 5.0
23.0 1653.0 4.0
23.0 1654.0 4.0
23.0 1674.0 4.0
23.0 1696.0 5.0
23.0 1717.0 4.0
23.0 1722.0 4.0
23.0 1732.0 4.0
23.0 1733.0 5.0
23.0 1747.0 4.0
23.0 1763.0 4.0
23.0 1764.0 3.0
23.0 1770.0 4.0
23.0 1784.0 3.0
24.0 1791.0 1.0
24.0 1799.0 5.0
24.0 1807.0 5.0
27.0 894.0 5.0
27.0 1850.0 5.0
27.0 1862.0 4.0
27.0 1869.0 3.0
27.0 1870.0 5.0
27.0 1889.0 1.0
28.0 1895.0 4.0
28.0 1908.0 3.0
28.0 1911.0 5.0
28.0 1914.0 4.0
28.0 1938.0 5.0
28.0 1948.0 4.0
28.0 1970.0 3.0
28.0 1982.0 4.0
28.0 1990.0 5.0
28.0 2014.0 3.0
28.0 2017.0 5.0
28.0 2023.0 5.0
28.0 2030.0 4.0
28.0 2042.0 5.0
28.0 2047.0 5.0
28.0 2069.0 5.0
29.0 2101.0 4.0
29.0 2111.0 2.0
29.0 2116.0 4.0
29.0 2142.0 4.0
29.0 2143.0 4.0
29.0 2144.0 3.0
29.0 2148.0 4.0
29.0 2161.0 5.0
29.0 2173.0 4.0
29.0 2201.0 3.0
29.0 2202.0 5.0
29.0 2212.0 5.0
29.0 2217.0 4.0
30.0 2221.0 3.0
30.0 2270.0 5.0
30.0 2274.0 5.0
30.0 2284.0 5.0
30.0 2294.0 2.0
30.0 2300.0 5.0
30.0 2301.0 5.0
30.0 2302.0 5.0
31.0 2327.0 5.0
31.0 2338.0 5.0
31.0 2348.0 5.0
31.0 2350.0 3.0
31.0 2362.0 5.0
31.0 2383.0 4.0
31.0 2385.0 4.0
31.0 2392.0 4.0
31.0 2400.0 1.0
31.0 2403.0 3.0
31.0 2415.0 3.0
31.0 2427.0 5.0
32.0 2457.0 4.0
32.0 2458.0 4.0
33.0 572.0 5.0
33.0 1421.0 5.0
33.0 2479.0 5.0
33.0 2506.0 5.0
33.0 2508.0 4.0
33.0 2522.0 5.0
33.0 2523.0 4.0
33.0 2544.0 5.0
33.0 2554.0 4.0
33.0 2562.0 3.0
34.0 2581.0 3.0
35.0 2584.0 5.0
35.0 2586.0 4.0
35.0 2602.0 5.0
35.0 2608.0 4.0
35.0 2612.0 4.0
36.0 2647.0 2.0
36.0 2650.0 2.0
38.0 40.0 3.0
38.0 177.0 1.0
38.0 2667.0 2.0
38.0 2679.0 4.0
39.0 2696.0 5.0
39.0 2701.0 3.0
39.0 2703.0 3.0
39.0 2711.0 5.0
40.0 1741.0 5.0
40.0 2167.0 5.0
40.0 2736.0 5.0
40.0 2744.0 5.0
40.0 2749.0 4.0
40.0 2761.0 4.0
40.0 2797.0 5.0
40.0 2798.0 2.0
40.0 2800.0 3.0
40.0 2822.0 5.0
40.0 2830.0 3.0
41.0 691.0 4.0
41.0 2837.0 5.0
41.0 2848.0 5.0
41.0 2851.0 5.0
41.0 2858.0 5.0
41.0 2864.0 4.0
41.0 2865.0 5.0
41.0 2875.0 5.0
41.0 2898.0 5.0
41.0 2905.0 4.0
41.0 2907.0 3.0
41.0 2908.0 5.0
41.0 2934.0 5.0
41.0 2936.0 2.0
41.0 2937.0 1.0
41.0 2962.0 3.0
41.0 2969.0 2.0
41.0 2979.0 5.0
42.0 3031.0 5.0
42.0 3033.0 4.0
42.0 3053.0 1.0
42.0 3056.0 4.0
42.0 3063.0 4.0
42.0 3070.0 4.0
43.0 3085.0 3.0
43.0 3101.0 4.0
43.0 3107.0 5.0
44.0 3125.0 4.0
44.0 3144.0 4.0
44.0 3153.0 5.0
44.0 3155.0 4.0
45.0 3174.0 4.0
45.0 3176.0 4.0
45.0 3178.0 1.0
45.0 3180.0 5.0
45.0 3188.0 2.0
45.0 3208.0 4.0
45.0 3213.0 2.0
45.0 3221.0 4.0
45.0 3228.0 5.0
45.0 3232.0 4.0
45.0 3233.0 5.0
45.0 3254.0 4.0
45.0 3303.0 2.0
45.0 3307.0 3.0
45.0 3320.0 3.0
45.0 3326.0 3.0
45.0 3339.0 3.0
45.0 3341.0 4.0
45.0 3361.0 4.0
46.0 3385.0 4.0
46.0 3386.0 3.0
46.0 3399.0 5.0
46.0 3422.0 5.0
46.0 3430.0 3.0
46.0 3439.0 5.0
46.0 3451.0 4.0
47.0 862.0 4.0
47.0 3468.0 4.0
47.0 3482.0 4.0
48.0 1104.0 3.0
48.0 2183.0 4.0
48.0 2676.0 5.0
48.0 2774.0 4.0
48.0 3513.0 1.0
48.0 3517.0 5.0
48.0 3552.0 5.0
48.0 3563.0 5.0
48.0 3573.0 5.0
48.0 3574.0 3.0
48.0 3582.0 4.0
48.0 3595.0 3.0
48.0 3607.0 5.0
48.0 3608.0 5.0
50.0 3662.0 5.0
50.0 3681.0 4.0
50.0 3687.0 4.0
50.0 3691.0 3.0
50.0 3698.0 4.0
50.0 3722.0 4.0
50.0 3726.0 3.0
50.0 3742.0 4.0
50.0 3745.0 4.0
50.0 3752.0 4.0
50.0 3765.0 5.0
50.0 3780.0 3.0
50.0 3798.0 4.0
50.0 3812.0 3.0
50.0 3815.0 2.0
50.0 3816.0 3.0
50.0 3824.0 4.0
50.0 3833.0 4.0
50.0 3835.0 4.0
51.0 1129.0 4.0
51.0 2685.0 4.0
51.0 3864.0 5.0
51.0 3887.0 3.0
51.0 3902.0 4.0
51.0 3910.0 5.0
51.0 3916.0 5.0
51.0 3923.0 4.0
53.0 1167.0 3.0
53.0 3928.0 3.0
56.0 3970.0 3.0
56.0 3980.0 4.0
56.0 3984.0 4.0
56.0 3994.0 3.0
56.0 3995.0 5.0
57.0 2682.0 5.0
57.0 4017.0 5.0
57.0 4018.0 4.0
57.0 4026.0 2.0
58.0 1195.0 3.0
58.0 3236.0 4.0
58.0 4059.0 5.0
58.0 4063.0 1.0
58.0 4066.0 5.0
59.0 4093.0 4.0
59.0 4107.0 3.0
59.0 4112.0 4.0
59.0 4116.0 4.0
59.0 4122.0 3.0
59.0 4141.0 5.0
59.0 4146.0 4.0
59.0 4158.0 5.0
59.0 4189.0 4.0
59.0 4200.0 3.0
59.0 4209.0 4.0
60.0 480.0 5.0
60.0 4211.0 2.0
60.0 4224.0 4.0
60.0 4228.0 4.0
60.0 4240.0 4.0
60.0 4252.0 4.0
60.0 4253.0 4.0
60.0 4260.0 4.0
60.0 4281.0 5.0
60.0 4293.0 5.0
60.0 4297.0 4.0
60.0 4335.0 5.0
60.0 4336.0 5.0
60.0 4344.0 4.0
60.0 4371.0 5.0
60.0 4386.0 4.0
61.0 4220.0 5.0
61.0 4328.0 5.0
61.0 4400.0 5.0
61.0 4428.0 4.0
61.0 4438.0 5.0
61.0 4439.0 4.0
62.0 1813.0 5.0
62.0 4449.0 5.0
63.0 4479.0 3.0
63.0 4490.0 3.0
63.0 4495.0 4.0
64.0 4518.0 4.0
64.0 4522.0 4.0
64.0 4533.0 5.0
65.0 498.0 5.0
65.0 2730.0 5.0
65.0 3657.0 3.0
65.0 4590.0 4.0
65.0 4604.0 3.0
65.0 4627.0 5.0
65.0 4633.0 5.0
65.0 4638.0 3.0
65.0 4643.0 5.0
65.0 4646.0 5.0
65.0 4649.0 3.0
65.0 4654.0 5.0
65.0 4668.0 5.0
65.0 4681.0 5.0
65.0 4706.0 5.0
65.0 4720.0 4.0
65.0 4725.0 5.0
65.0 4740.0 4.0
65.0 4745.0 5.0
65.0 4751.0 4.0
65.0 4755.0 5.0
65.0 4765.0 5.0
65.0 4784.0 5.0
65.0 4796.0 4.0
65.0 4810.0 5.0
65.0 4821.0 5.0
65.0 4831.0 3.0
65.0 4839.0 5.0
65.0 4840.0 5.0
65.0 4857.0 5.0
65.0 4886.0 5.0
65.0 4892.0 5.0
65.0 4909.0 5.0
65.0 4918.0 5.0
65.0 4926.0 2.0
65.0 4939.0 2.0
65.0 4947.0 4.0
65.0 4949.0 4.0
65.0 4968.0 5.0
65.0 4988.0 5.0
65.0 4996.0 5.0
65.0 5000.0 4.0
65.0 5004.0 5.0
65.0 5018.0 5.0
65.0 5021.0 4.0
65.0 5035.0 5.0
65.0 5037.0 5.0
65.0 5047.0 5.0
65.0 5058.0 4.0
65.0 5063.0 5.0
65.0 5069.0 5.0
65.0 5121.0 4.0
65.0 5126.0 4.0
65.0 5127.0 5.0
65.0 5136.0 4.0
65.0 5157.0 5.0
65.0 5181.0 5.0
65.0 5206.0 5.0
65.0 5211.0 3.0
65.0 5253.0 4.0
65.0 5282.0 3.0
65.0 5283.0 5.0
65.0 5299.0 4.0
65.0 5318.0 4.0
65.0 5323.0 5.0
65.0 5324.0 3.0
65.0 5349.0 4.0
65.0 5362.0 4.0
65.0 5366.0 5.0
65.0 5394.0 4.0
65.0 5406.0 5.0
65.0 5409.0 4.0
65.0 5417.0 4.0
65.0 5423.0 4.0
65.0 5432.0 5.0
65.0 5433.0 1.0
65.0 5435.0 5.0
65.0 5436.0 5.0
65.0 5447.0 3.0
65.0 5454.0 1.0
65.0 5462.0 5.0
65.0 5479.0 1.0
65.0 5481.0 4.0
65.0 5483.0 3.0
65.0 5489.0 4.0
66.0 493.0 5.0
66.0 1877.0 5.0
66.0 3873.0 5.0
66.0 4038.0 5.0
66.0 4191.0 5.0
66.0 5515.0 5.0
66.0 5532.0 5.0
66.0 5542.0 5.0
66.0 5566.0 5.0
66.0 5573.0 5.0
66.0 5587.0 5.0
66.0 5591.0 5.0
66.0 5595.0 5.0
66.0 5597.0 5.0
66.0 5605.0 5.0
66.0 5627.0 5.0
66.0 5641.0 3.0
66.0 5648.0 5.0
66.0 5656.0 5.0
66.0 5664.0 5.0
66.0 5672.0 5.0
66.0 5696.0 5.0
66.0 5730.0 5.0
66.0 5740.0 5.0
66.0 5764.0 5.0
66.0 5767.0 5.0
66.0 5777.0 5.0
66.0 5779.0 4.0
66.0 5790.0 5.0
66.0 5805.0 4.0
66.0 5809.0 5.0
66.0 5822.0 5.0
66.0 5827.0 5.0
66.0 5838.0 4.0
66.0 5841.0 2.0
66.0 5854.0 3.0
66.0 5861.0 5.0
66.0 5871.0 5.0
66.0 5874.0 5.0
66.0 5881.0 5.0
67.0 5885.0 5.0
67.0 5899.0 3.0
67.0 5907.0 4.0
68.0 3721.0 5.0
68.0 5932.0 1.0
69.0 5944.0 2.0
69.0 5945.0 2.0
70.0 3905.0 5.0
71.0 61.0 4.0
71.0 78.0 2.0
71.0 1879.0 1.0
71.0 2299.0 1.0
71.0 2385.0 4.0
71.0 3919.0 4.0
71.0 4037.0 5.0
71.0 5795.0 5.0
71.0 5825.0 3.0
71.0 5962.0 4.0
71.0 5970.0 2.0
71.0 5977.0 2.0
71.0 5981.0 4.0
71.0 5987.0 2.0
71.0 5993.0 4.0
71.0 6004.0 2.0
71.0 6023.0 4.0
71.0 6039.0 4.0
71.0 6055.0 5.0
71.0 6061.0 5.0
71.0 6076.0 5.0
71.0 6100.0 3.0
71.0 6101.0 1.0
71.0 6131.0 4.0
71.0 6137.0 2.0
71.0 6161.0 3.0
73.0 1333.0 5.0
73.0 6180.0 4.0
73.0 6181.0 2.0
73.0 6214.0 5.0
73.0 6228.0 5.0
73.0 6236.0 5.0
73.0 6246.0 4.0
73.0 6272.0 4.0
73.0 6273.0 4.0
73.0 6295.0 4.0
73.0 6297.0 3.0
73.0 6310.0 5.0
73.0 6316.0 5.0
73.0 6325.0 5.0
73.0 6353.0 2.0
73.0 6365.0 5.0
73.0 6367.0 5.0
73.0 6368.0 5.0
73.0 6369.0 5.0
73.0 6384.0 3.0
73.0 6394.0 5.0
73.0 6404.0 5.0
73.0 6415.0 5.0
73.0 6427.0 4.0
73.0 6436.0 5.0
74.0 283.0 5.0
74.0 2205.0 5.0
74.0 6466.0 5.0
74.0 6467.0 5.0
74.0 6475.0 5.0
74.0 6480.0 5.0
74.0 6522.0 5.0
75.0 6567.0 4.0
75.0 6568.0 4.0
76.0 895.0 5.0
76.0 1129.0 5.0
76.0 6592.0 3.0
76.0 6600.0 2.0
76.0 6603.0 5.0
77.0 106.0 4.0
77.0 6610.0 4.0
77.0 6614.0 4.0
77.0 6633.0 3.0
77.0 6637.0 5.0
77.0 6639.0 3.0
77.0 6657.0 4.0
77.0 6666.0 4.0
77.0 6676.0 4.0
77.0 6678.0 4.0
77.0 6679.0 4.0
77.0 6691.0 4.0
78.0 1150.0 3.0
78.0 2751.0 2.0
78.0 5035.0 5.0
78.0 5428.0 4.0
78.0 6646.0 5.0
78.0 6735.0 5.0
78.0 6745.0 4.0
78.0 6753.0 2.0
78.0 6764.0 5.0
78.0 6773.0 5.0
78.0 6799.0 5.0
78.0 6814.0 3.0
78.0 6834.0 5.0
78.0 6845.0 4.0
78.0 6873.0 5.0
78.0 6884.0 5.0
78.0 6890.0 1.0
78.0 6899.0 2.0
79.0 894.0 3.0
79.0 6919.0 4.0
79.0 6936.0 5.0
80.0 6942.0 5.0
80.0 6949.0 5.0
81.0 1848.0 5.0
81.0 6959.0 4.0
81.0 6966.0 5.0
81.0 6985.0 4.0
81.0 6995.0 5.0
81.0 7002.0 5.0
81.0 7043.0 4.0
81.0 7048.0 3.0
81.0 7055.0 3.0
81.0 7059.0 4.0
81.0 7062.0 4.0
81.0 7100.0 2.0
81.0 7101.0 5.0
81.0 7122.0 3.0
81.0 7130.0 3.0
81.0 7137.0 4.0
81.0 7145.0 5.0
81.0 7151.0 5.0
81.0 7160.0 4.0
81.0 7162.0 3.0
81.0 7184.0 4.0
82.0 7203.0 5.0
84.0 3916.0 4.0
85.0 2287.0 4.0
85.0 7229.0 4.0
85.0 7232.0 4.0
85.0 7235.0 3.0
85.0 7237.0 5.0
